property_id,city,price,month,year,surface_total,surface_covered,rooms,bathrooms,property_type,operation_type,title,description,property_type2,parqueadero,piso_info,piso_numerico,pent_house,UPL,CODIGO_UPL,distancia_bus,estrato,codigo_man,lat,lon,pmt2,band,estrato_closest,min_distance,ciclovia_near,distancia_parque,distancia_cc,bedrooms
f12ef5b1c28bb41b134f7fdd,Bogotá D.C,6.7e+08,7,2021,117,,3,3,Apartamento,Venta,o renta apto bella suiza,117 m23 habitaciones 3 banos sala comedor cocina abierta con barra balcon 2 parqueaderos en linea 1 deposito de muy buen tamano estrato 53 anos de construido 2 piso exterior antiguedad 4 anos zonas comunes el edificio tiene roof garden con asador juegos para ninos chimenea a gas y vista a todo el norte de bogota 360 grados administracion xxx de xx 3 incluida la adm,0,0,2 piso exterior,2,0,Chapinero,UPL24,751.135317653054,4,00820401,4.6511173,-74.0574146,5726495.72649573,100-200,4,0,44.0696546529082,178.030127421533,675.684953644019,3
fb803dde9b6d93f11323dc3f,Bogotá D.C,7.1e+08,7,2021,132.138888888889,,2,2,Apartamento,Venta,apartamento chico,80 mts balcon 3mts 2 cuartos 2 banos completos cocina americana chimenea claraboyas 2 parqueaderos en linea deposito xx xx 3200 admon,0,0,"",,0,Chapinero,UPL24,402.056570723033,6,"",4.679815354,-74.0563072362,5373134.32835821,100-200,6,96.391930610106,584.763985735373,44.8863530320634,633.729295802616,2
c3dd244f7247a5aea8fb796f,Bogotá D.C,9.5e+08,7,2021,138.181818181818,,3,1,Apartamento,Venta,apartamento en santa barbara bogota,te invitamos a conocer este excelente apartamento si deseas invertir o crear historia en tu nuevo hogar este espacio es para ti disfruta de sus amplios ambientes con chimenea en zona social y cuarto principal que cuenta con acceso a la terraza y bano privado su cocina espaciosa con isla le brinda comodidad y sus habitaciones calidas y silenciosas son perfectas para descansar en edificio de pocos residentes a tan solo minutos de supermercados y parques inmejorables vias de acceso carrera 9 y calle 116 aparta ya tu cita,0,0,"",,0,Chapinero,UPL24,438.372831190263,5,00831540,4.6839706,-74.0486934,6875000,100-200,5,0,33.6231363328741,175.272102410862,506.950887893143,3
caff436bee98fb9d437518e8,Bogotá D.C,8.5e+08,6,2021,192,,3,0,Apartamento,Venta,apartamento en chico navarra rah co 2190,rentahouse vende apartamento en bogota d c aprovecha este inmueble de 192 m2 en excelente estado soy carolina solano contactame y con mucho gusto te amplio la informacion,0,0,"",,0,Chapinero,UPL24,143.28160653084,6,00831501,4.685555,-74.056506,4427083.33333333,100-200,6,0,898.882025914393,218.680830002223,899.02714999268,3
3760dd4f142d57a98d34be57,Bogotá D.C,9e+08,6,2021,110,,3,0,Apartamento,Venta,apartamento en chico navarra rah co 2192,rentahouse vende apartamento en bogota d c aprovecha este inmueble de 110 m2 en excelente estado soy carolina solano contactame y con mucho gusto te amplio la informacion,0,0,"",,0,Chapinero,UPL24,122.852738778801,6,"",4.685811,-74.056248,8181818.18181818,100-200,6,40.259031873318,886.656140583905,223.281442097132,914.831531012705,3
9346dd60240cb46ebe72813b,Bogotá D.C,1.45e+09,6,2021,296.904761904762,,3,0,Apartamento,Venta,apartamento en chico navarra rah co 2196,rentahouse vende apartamento en bogota d c aprovecha este inmueble de 16235 m2 en excelente estado soy carolina solano contactame y con mucho gusto te amplio la informacion,0,0,"",,0,Chapinero,UPL24,600.587176719154,5,00831542,4.681485,-74.04987,4883720.93023256,200-300,5,0,37.5925435660065,199.879641852492,201.419796397943,3
0004d06d2778d52349a2f6e7,Bogotá D.C,1.25e+09,6,2021,218.75,,3,0,Apartamento,Venta,apartamento en el refugio bogota rah co X,rentahouse vende apartamento en bogota d c aprovecha este inmueble de 1592 m2 en excelente estado soy carolina solano contactame y con mucho gusto te amplio la informacion,0,0,"",,0,Chapinero,UPL24,1831.88497248678,6,"",4.666951,-74.043268,5714285.71428571,200-300,6,168.517405561293,277.825609343085,126.515268285589,1093.52616503976,3
d0aeaf14b38efc69738e87e0,Bogotá D.C,1.25e+09,6,2021,233.490566037736,,3,2,Apartamento,Venta,apartamento en el refugio bogota 22273 rah co X,en hermoso apartamento totalmente remodelado en el refugio chapinero bogota impresionantes vistas muy soleado e iluminado con acabados de primera calidad amplia cocina abierta con gabinetes de tecnologia alemana banos italianos cuarto de lavado cerrado tres habitaciones cada uno con baa o privado mas habitacion y bano de servicio lamparas de cristal de murano,0,0,"",,0,Chapinero,UPL24,1831.88497248678,6,"",4.666951,-74.043268,5353535.35353535,200-300,6,168.517405561293,277.825609343085,126.515268285589,1093.52616503976,3
4879cf61eff2a87fa5be5ab8,Bogotá D.C,3.2e+08,6,2021,193.92,,3,2,Apartamento,Venta,apartamento en bogota teusaquillo,gran oportunidad para inversionistas apartamento de 52 mts rentando consta de 3 alcobas 2 banos sala comedor cocina cerrada semi integral a gas pisos en ceramica exterior garaje cubierto sin ascensor parqueadero visitantes estrato 4 cerca a universidades,0,1,"",,0,Chapinero,UPL24,586.447127990105,4,00820826,4.6317232,-74.0626028,1650165.01650165,100-200,4,0,172.942345945306,183.703393760439,691.475286954646,3
0df48f5d183ad1fce6b97a42,Bogotá D.C,377801270,5,2021,54,54,1,2,Apartamento,Venta,apartamento en en bogota san luis teusaquillo cod vpre63129,aparta estudio y o 2 alcobas san luis bogota solo quedan 3 apartamentos ubicados en una zona central tranquila residencial apartamentos con luz natural 2 bao s closet o walking closet el aparta estudio con balcn cocina abierta estufa a gas espacio para nevecon mesn ideal para usar a un lado como barra americana comedor al interior del muebles apto para guardar utensilios zona lavandera independiente acabados modernos 1 garaje las principales vas de comunicacin del barrio son la avenida caracas las carreras 17 y 24 y las calles 57 y 63 en cuanto al comercio el sector no cuenta con centros comerciales sin embargo en los inmuebles localizados sobre las principales vas de acceso se ha generado un comercio informal pero la ubicacin del barrio permite a sus habitantes llegar fcilmente a los centros comerciales de chapinero lourdes siete de agosto y galeras,0,1,"",,0,Chapinero,UPL24,1201.0242881606,5,00820516,4.643,-74.055,6996319.81481481,<100,5,0,740.642567904219,287.088203714998,1606.16474471819,1
b88d1e77d5a2f0f2a6f08e91,Bogotá D.C,9.5e+08,7,2021,197.388888888889,,2,0,Apartamento,Venta,apartamento la cabrera,hermoso apartamento remodelado ubicado en zona residencial cerca servicio de transporte publico cada piso del edificio cuenta con shut de basura,0,0,cada piso del,,0,Chapinero,UPL24,1443.2515035756,6,"",4.6641858,-74.0478546,4812834.22459893,100-200,6,132.116350711883,12.2812346329965,166.51421182433,656.478889561419,2
ea385b743106fd7664a260bb,Bogotá D.C,1.25e+09,6,2021,157.365527854741,,3,0,Apartamento,Venta,apartamento en el refugio bogota rah co 22273,rentahouse cajica vende apartamento en el refugio bogota d c con un area de 1592 m2 para mayor informacion contactanos y te brindaremos todo lo que nesecitas saber del predio c o,0,0,"",,0,Chapinero,UPL24,1831.88497248678,6,"",4.666951,-74.043268,7943289.8490566,100-200,6,168.517405561293,277.825609343085,126.515268285589,1093.52616503976,3
51be47ff62cb524eec61b56b,Bogotá D.C,5.2e+08,8,2021,129.212121212121,,2,2,Apartamento,Venta,apartamento en chico,te ofrecemos este lindo apartamento ubicado en una de las zonas mas cotizadas de bogota el edificio cuenta con piscina zonas humedas salones de reuniones terraza tepayaki terraza bbq gimnasio salon social el apartamento es bastante iluminado y acogedor agenda ya tu cita,0,0,"",,0,Chapinero,UPL24,234.090691305862,6,00831508,4.6846867,-74.0554998,4024390.24390244,100-200,6,0,755.395954317843,73.2776283774092,767.390153515988,2
857f33cad8cc96e2d05b933e,Bogotá D.C,8.5e+08,7,2021,136.781609195402,,3,3,Apartamento,Venta,de apartamento en rosales ap 046,o apartamento ubicado en 4to piso cuenta con 3 habitaciones 3 banos totalmente remodelado hace 5 anos cocina abierta lavavajillas torre de horno 2 parqueaderos independientes 1 deposito edf zona infantil parque gym salon social parqueaderos de visitantes ap 046,0,0,4to piso cuenta,4,0,Chapinero,UPL24,1400.87607028952,6,00830407,4.6614037,-74.0487393,6214285.71428571,100-200,6,0,127.161086579677,85.5466922869536,778.227757908328,3
1d7806bdee3c0abd4a71a806,Bogotá D.C,6.5e+08,4,2021,130,,2,4,Apartamento,Venta,apartamento en en bogota,se vende arrienda comodo apartamento de dos habitaciones ubicado en muy buena zona cercana a centros de negocio zonas verdes restaurantes y con excelentes vias de acceso como la calle 100 carrera 7 carrera 11 se remodelo completamente hace dos anos consta de sala comedor en un ambiente con una cocina abierta y bano social la habitacion principal con amplio walk in closet y bano privado la segunda habitacion con closet y bano un gran estudio semiabierto y con mueble el area de ropas es separada y tiene tambien un bano de servicio el apartamento esta ubicado en un piso 3 lateral y recibe mucha luz natural el edificio tiene un moderno hall de entrada y vigilancia 24x7 el de no incluye la administacion el de es,0,0,un piso 3,3,0,Chapinero,UPL24,591.587236156142,6,"",4.681,-74.04,5e+06,100-200,6,110.581669369501,225.574605300509,169.48219375793,1145.43313788095,2
db10fe50bf7746a54a238786,Bogotá D.C,6.3e+08,4,2021,80.85,,3,3,Apartamento,Venta,apartamento en en bogota,apartamento en chico reservado bogota consta de tres alcobas tres banos alcoba y bano de servicio los banos recien remodelados tuberias galvanizadas cocina integral cerrada a gas estudio piso en madera laminado un deposito un garaje cubierto con vista panoramica hacia los cerros de la carrera 7 en un piso alto exterior muy iluminado las 24 horas del dia a 2 cuadras de la carrera septima frente al hotel world trade center por la via principal de la carrera 100 a una cuadra tenemos la iglesia droguerias supermercados cafes parques con buen transporte publico bancos restaurantes cafes internet y hoteles,0,1,estudio piso en,,0,Chapinero,UPL24,591.587236156142,6,"",4.681,-74.04,7792207.79220779,<100,6,110.581669369501,225.574605300509,169.48219375793,1145.43313788095,3
3a3d330892a7157bedc83fc0,Bogotá D.C,1.56e+09,8,2021,200,,3,3,Apartamento,Venta,apartamento 200m2 rosales 23 hab 3parq estudio,apartamento de 200m2 con diseno en areas interiores espacioso pisos en madera granadillo chimenea a gas instalacion de sonido incluyendo balcon lobby de recibimiento estudio dos salas comedor independiente amplia habitacion principal con estudio walking closet segunda habitacion con bano hermosa cocina cerrada en la mejor localizacion del sector con recepcion tipo hotel gimnasio y espacio de recreacion para ninos jardines le programamos su cita para conocerlo se enamorara,0,0,"",,0,Chapinero,UPL24,1249.06512176699,6,"",4.6563523487,-74.0509746673,7800000,200-300,6,230.506391291034,337.82971772314,18.7723255946757,754.571647535604,3
912a9a03a0c4c531bbfe0f91,Bogotá D.C,1.35e+09,7,2019,206,206,3,3,Apartamento,Venta,apartamento en en bogota chico norte iii,apartamento en ubicado en sector residencial con buena iluminacin natural amplios espacios y gran terraza vas de acceso como la cll 94 y dg 92,0,0,"",,0,Chapinero,UPL24,592.851968452063,6,00831535,4.681,-74.052,6553398.05825243,200-300,6,0,222.106529056226,123.637261095879,204.040807789968,3
06e6a70c5352d832ed993a52,Bogotá D.C,4.55e+08,7,2019,62,62,2,2,Apartamento,Venta,apartamento en en bogota chico norte iii,magnifico apartamento para en chico norte de 62 m2 con linda vista en octavo piso y muy iluminado dos alcobas dos baos sala comedor con balcn cocina abierta y zona de lavandera el edificio cuenta con piscina terraza comunal con bbq saln comunal billar sala de reuniones y parqueaderos de visitantes,0,0,8 piso y,8,0,Chapinero,UPL24,118.623460338703,6,"",4.686,-74.056,7338709.67741936,<100,6,49.9090684197644,871.974744764732,228.468659993643,911.939432301013,2
c405060ec323bd59cc476082,Bogotá D.C,8.5e+08,6,2019,104,104,3,3,Apartamento,Venta,apartamento en en bogota chapinero alto,lindo apartamento para abajo de la circunvalar de 104 m2 con terraza en chapinero alto sala comedor cocina abierta con isla zona de lavandera independiente y closet de linos tres alcobas principal con vestier y acceso al balcn tres baos vista exterior y muy iluminado edificio con gimnasio saln comunal parqueadero de visitante zona infantil squash zonas verdes dos ascensores y vigilancia permanente estrato 4,0,1,"",,0,Chapinero,UPL24,1261.82692718996,4,00820510,4.645,-74.054,8173076.92307692,100-200,4,0,722.923350381716,423.382866922184,1416.69527150521,3
0bb87e16cd43c8ec3d69b979,Bogotá D.C,568268369,6,2019,78,78,2,2,Apartamento,Venta,apartamento en en bogota chapinero alto,apartamento para estrenar vista a cerros orientales el apartamento lo conforman un saln comedor contigua a una cocina abierta zona de lavandera el hall de habitaciones separa el area social de las alcobas ac tenemos el bao social y de la segunda alcoba la alcoba principal con un amplio closet de pared a pared y bao privado y la segunda alcoba con su closet tiene un parqueadero cubierto y un deposito el edificio cuenta con zona de lavandera comunal gimnasio zona social caldera planta elctrica y vigilancia 247,0,1,"",,0,Chapinero,UPL24,1373.92754474202,6,00830528,4.652,-74.051,7285491.91025641,<100,6,0,585.443095179662,118.965115440899,942.91482473154,2
c6f9552e2e7a61144e09a981,Bogotá D.C,563066904,6,2019,78,78,2,2,Apartamento,Venta,apartamento en en bogota chapinero alto,apartamento para estrenar vista a cerros orientales el apartamento lo conforman un saln comedor contigua a una cocina abierta zona de lavandera el hall de habitaciones separa el area social de las alcobas ac tenemos el bao social y de la segunda alcoba la alcoba principal con un amplio closet de pared a pared y bao privado y la segunda alcoba con su closet tiene un parqueadero cubierto y un deposito el edificio cuenta con zona de lavandera comunal gimnasio zona social caldera planta elctrica y vigilancia 247,0,1,"",,0,Chapinero,UPL24,1373.92754474202,6,00830528,4.652,-74.051,7218806.46153846,<100,6,0,585.443095179662,118.965115440899,942.91482473154,2
a2bd2e373a12d644beab9451,Bogotá D.C,3.7e+08,5,2019,57,57,1,2,Apartamento,Venta,apartaestudio en en bogota chapinero alto,gran oportunidad aparta estudio en con vista panoramica a la montaa cerca al carulla de la calle 63 colegio nueva granada y vas principales como av circunvalar cra 7 y calle 72 sector residencial y tranquilo consta de hall de acceso sala comedor 1 habitacin con closet bao privado y cortinas blackout bao auxiliar pisos en madera laminada cocina integral abierta tipo americano con muebles en madera y mesn en mrmol estufa mixta horno elctrico zona de lavandera con tendedero calentador de paso a gas 2 garajes cubiertos con servidumbre 1 deposito patio cubierto 2 ascensores zonas sociales saln comunal parqueadero para visitantes cancha de squash planta elctrica gimnasio turco cmaras internas circuito cerrado de tv puerta blindada alarma citofono vigilancia y recepcin 24 horas neria termoacustica en bao principal y patio,0,1,"",,0,Chapinero,UPL24,1325.5303885818,2,00820512,4.647,-74.053,6491228.07017544,<100,2,0,712.091839007078,219.000444529567,1248.10503774842,1
77ed063064d419baccd4f3a7,Bogotá D.C,4e+08,5,2019,61,61,1,1,Apartamento,Venta,apartaestudio en en bogota chapinero alto,apartaestudio de 6098 mts cuenta con una habitacin con closet bao social cocina integral abierta elctrica calentador elctrico zona de lavandera independiente sala comedor balcn pisos en madera laminada un garaje cubierto y un depsito el edificio cuenta con planta elctrica tanque de agua ascensor recepcin parqueadero de visitantes y seguridad privada x,0,1,"",,0,Chapinero,UPL24,561.161560355886,4,00820502,4.647,-74.06,6557377.04918033,<100,4,0,37.2884773986225,170.894663342144,1160.16047603541,1
67ed2c6fa7dc14163d45134e,Bogotá D.C,8.5e+08,5,2019,89,89,2,3,Apartamento,Venta,apartamento en en bogota virrey,hermoso para estrenar moderno 2 alcobas 3 baos interior muy iluminado chimenea a gas pisos laminados amplios espacios deposito y garaje doble el edificio cuenta con caldera terraza social al costado del parque del virrey ubicado en buen sector fciles vas de acceso para mayor informacin comunicarse con claudia sarmiento,0,1,"",,0,Chapinero,UPL24,718.515101640608,6,00830821,4.673,-74.053,9550561.79775281,<100,6,0,85.4182726472683,218.523814671633,682.69300383084,2
79b8fa76bf816964d3223d9b,Bogotá D.C,1.6e+09,5,2019,155,155,2,3,Apartamento,Venta,apartamento en en bogota los rosales,apartamento con vista exterior a los cerros orientales a la ciudad y al norte ascensor directo al apartamento y de servicio habitacin principal con balcn walk in closet y bao una alcoba adicional con bao y vista a la ciudad sala comedor bao social pisos en madera chimenea balcn calefaccin home theater cocina integral a gas zona de lavandera independiente bao de servicio 3 parqueaderos y depsito el edificio posee terraza con rea de bbq y saln para eventos,0,0,"",,0,Chapinero,UPL24,1471.37794703559,6,"",4.656,-74.049,10322580.6451613,100-200,6,110.581593903114,528.471312243508,39.8329357760077,976.649055558524,2
80cbca27de2b76138dce5981,Bogotá D.C,6.8e+08,5,2019,89,89,2,3,Apartamento,Venta,apartamento en en bogota chico norte iii,traemos para ti este acogedor apartamento en octavo piso exterior ubicado en edificio de 6 aos de construido sector residencial con numerosos sitios de inters parques cercanos supermercados y bancos vas de acceso principales como la auto norte la av 19 la calle 92 contacto bertha c ruiz x,0,0,8 piso exterior,8,0,Chapinero,UPL24,235.710779295696,6,00831512,4.682,-74.056,7640449.43820225,<100,6,0,666.681723917868,152.358758686085,646.763681487184,2
89978065ecfcc040e21e4f6e,Bogotá D.C,1.3e+09,5,2019,189,189,3,3,Apartamento,Venta,apartamento en en bogota la cabrera,lindo apartamento en cabrera 189 mts 4 piso exterior edificio en excelente estado igual que el apto ha sido remodelada la cocina baos y todo el piso se cambio por madera maciza consta de bao social sala con chimenea comedor independiente estudio independiente con mueble biblioteca empotrado cocina amplia cuarto y bao de servicio zona de lavandera estar de tv independiente tres alcobas ppal con vestier y bao dos garajes independientes y deposito info luz corzo,0,0,4 piso exterior,4,0,Chapinero,UPL24,939.838667959434,6,00830832,4.673,-74.051,6878306.87830688,100-200,6,0,284.65091576568,121.257712436121,722.366004431917,3
d3dfd5d8d7c5ddbfd27df2b6,Bogotá D.C,5.5e+08,5,2019,100,100,3,3,Apartamento,Venta,apartamento en en bogota chico,apartamento para remodelar ubicado en chico cien metros de rea cuarto piso con ascensor tres habitaciones tres baos un parqueadero cubierto chimenea para mayor informacin comunicarse con jaqueline ortega al celular x,0,1,4 piso con,4,0,Chapinero,UPL24,419.748730956822,6,00830701,4.679,-74.057,5500000,100-200,6,0,611.538352893988,52.2864565802211,716.350063434213,3
25a28e547a5305d68fed1354,Bogotá D.C,1.3e+09,6,2019,200,,3,3,Apartamento,Venta,apartamento para en chico X,excelente apartamento para ubicado en muy buen sector de chico amplios espacios luz natural vista exterior 3er piso de 200 mts muy bien distribuidos 3 habitaciones 3 banos estudio sala con chimenea comedor independiente zona de lavanderia 2 garajes en linea 1 deposito admon x,0,0,3er piso de,3,0,Chapinero,UPL24,1286.27740828363,6,00830845,4.6719999313,-74.0469970703,6500000,200-300,6,0,340.146878320302,120.109217315754,888.305017607848,3
67e284d726ce0ce6dd41e79f,Bogotá D.C,7.5e+08,6,2019,83,83,2,3,Apartamento,Venta,apartamento en en bogota chic norte,a un excelente de tenemos este apartamento ubicado en un sector donde tendrs todo a tu alcance estars a pocas cuadras de dos reconocidos parques el virrey y el de la 93 bares restaurantes bancos y mucho ms visita nuestra pgina web para mayor informacin cdigo 3581,0,0,"",,0,Chapinero,UPL24,552.813518367955,6,00830704,4.679,-74.055,9036144.57831325,<100,6,0,414.398581705548,147.167767926669,497.313328372635,2
dd75983aafdae9db2746c0c4,Bogotá D.C,4.5e+08,5,2019,47,47,1,2,Apartamento,Venta,apartamento en en bogota chic norte,en pads presentamos en o un apartamento perfecto para solteros o jvenes parejas en chic norte bogot su ubicacin es ideal al tener cerca el parque del virrey y el de la 93 perfectos para salir a caminar pasear a tu mascota o ir a comer visita nuestra pgina web para mayor informacin cdigo 3378,0,0,"",,0,Chapinero,UPL24,545.838779196536,6,"",4.68,-74.054,9574468.08510638,<100,6,110.58166621723,367.408816369506,142.0722901738,378.552532208756,1
49e6bfb802c7e3d684bcd770,Bogotá D.C,5.7e+08,5,2019,86,86,2,2,Apartamento,Venta,apartamento en en bogota chapinero alto,espectacular apartamento de 85 m2 agradable vista a los cerros orientales balcn 2 alcobas principal con bao privado sala comedor cocina abierta bao auxiliar zona de lavandera independiente conjunto cuenta con zonas comunes amplias arriba de la carrera sptima y abajo de la avenida circunvalar informes miguel lopez p cel tres diecisis siete no y seis treinta y cuatro seis cinco,0,0,"",,0,Chapinero,UPL24,1261.82692718996,4,00820510,4.645,-74.054,6627906.97674419,<100,4,0,722.923350381716,423.382866922184,1416.69527150521,2
